student_id,name,subject,internal_marks,external_marks,total_score,grade,attendance_percentage,passed,subject_interest_level,needs_support_in_subject,peer_help_provided,semester_gpa
16,Dishani Sidhu,Mathematics-I,12,67,79,B,94,Yes,1,No,Yes,5.55
16,Dishani Sidhu,Programming in C,17,46,63,C,60,Yes,3,Yes,Yes,5.55
16,Dishani Sidhu,Engineering Physics,18,28,46,D,61,Yes,1,No,No,5.55
16,Dishani Sidhu,English Communication,28,23,51,D,96,Yes,3,Yes,No,5.55
16,Dishani Sidhu,Basic Electronics,11,66,77,B,65,Yes,1,No,No,5.55
17,Alia Saha,Mathematics-I,13,43,56,C,92,Yes,5,No,No,5.95
17,Alia Saha,Programming in C,29,23,52,D,97,Yes,2,Yes,Yes,5.95
17,Alia Saha,Engineering Physics,22,36,58,C,95,Yes,3,No,No,5.95
17,Alia Saha,English Communication,23,40,63,C,71,Yes,4,No,Yes,5.95
17,Alia Saha,Basic Electronics,18,22,40,D,75,Yes,1,Yes,Yes,5.95
18,Yasmin Boase,Mathematics-I,29,59,88,A,67,Yes,4,Yes,No,8.37
18,Yasmin Boase,Programming in C,30,53,83,B,99,Yes,5,Yes,Yes,8.37
18,Yasmin Boase,Engineering Physics,11,29,40,D,73,Yes,5,No,No,8.37
18,Yasmin Boase,English Communication,16,68,84,B,76,Yes,2,No,Yes,8.37
18,Yasmin Boase,Basic Electronics,21,68,89,A,72,Yes,4,No,Yes,8.37
19,Akarsh Mandal,Mathematics-I,16,24,40,D,65,Yes,1,No,No,5.53
19,Akarsh Mandal,Programming in C,10,47,57,C,78,Yes,1,No,No,5.53
19,Akarsh Mandal,Engineering Physics,11,38,49,D,90,Yes,1,No,No,5.53
19,Akarsh Mandal,English Communication,24,44,68,C,70,Yes,3,No,Yes,5.53
19,Akarsh Mandal,Basic Electronics,14,22,36,F,92,No,5,Yes,No,5.53
20,Zaina Srinivas,Mathematics-I,15,69,84,B,70,Yes,4,No,Yes,5.7
20,Zaina Srinivas,Programming in C,24,26,50,D,60,Yes,5,No,No,5.7
20,Zaina Srinivas,Engineering Physics,27,55,82,B,91,Yes,4,Yes,No,5.7
20,Zaina Srinivas,English Communication,10,58,68,C,84,Yes,2,No,No,5.7
20,Zaina Srinivas,Basic Electronics,18,29,47,D,73,Yes,3,Yes,Yes,5.7
21,Vihaan Balan,Mathematics-I,19,31,50,D,78,Yes,2,No,No,8.99
21,Vihaan Balan,Programming in C,26,54,80,B,94,Yes,5,Yes,No,8.99
21,Vihaan Balan,Engineering Physics,18,30,48,D,88,Yes,4,No,Yes,8.99
21,Vihaan Balan,English Communication,12,65,77,B,100,Yes,4,Yes,Yes,8.99
21,Vihaan Balan,Basic Electronics,19,51,70,B,61,Yes,4,No,No,8.99
22,Manjari Brahmbhatt,Mathematics-I,12,31,43,D,62,Yes,2,No,Yes,6.36
22,Manjari Brahmbhatt,Programming in C,10,50,60,C,60,Yes,1,No,Yes,6.36
22,Manjari Brahmbhatt,Engineering Physics,30,57,87,A,79,Yes,5,No,Yes,6.36
22,Manjari Brahmbhatt,English Communication,19,36,55,C,90,Yes,3,Yes,No,6.36
22,Manjari Brahmbhatt,Basic Electronics,17,66,83,B,84,Yes,1,No,No,6.36
23,Adira Bawa,Mathematics-I,25,40,65,C,87,Yes,4,Yes,No,7.52
23,Adira Bawa,Programming in C,14,54,68,C,86,Yes,5,Yes,Yes,7.52
23,Adira Bawa,Engineering Physics,21,26,47,D,76,Yes,5,Yes,Yes,7.52
23,Adira Bawa,English Communication,16,29,45,D,77,Yes,3,Yes,No,7.52
23,Adira Bawa,Basic Electronics,21,36,57,C,97,Yes,4,No,No,7.52
24,Dhanuk Amble,Mathematics-I,24,31,55,C,89,Yes,2,No,Yes,5.51
24,Dhanuk Amble,Programming in C,17,21,38,F,72,No,3,Yes,Yes,5.51
24,Dhanuk Amble,Engineering Physics,12,42,54,D,94,Yes,1,Yes,Yes,5.51
24,Dhanuk Amble,English Communication,25,32,57,C,73,Yes,1,No,Yes,5.51
24,Dhanuk Amble,Basic Electronics,14,51,65,C,82,Yes,3,Yes,Yes,5.51
25,Tiya Dhar,Mathematics-I,26,64,90,A,92,Yes,3,No,Yes,8.47
25,Tiya Dhar,Programming in C,27,70,97,A,60,Yes,5,Yes,No,8.47
25,Tiya Dhar,Engineering Physics,30,47,77,B,87,Yes,2,No,No,8.47
25,Tiya Dhar,English Communication,19,67,86,A,80,Yes,3,No,No,8.47
25,Tiya Dhar,Basic Electronics,12,53,65,C,99,Yes,2,No,No,8.47
26,Emir Kapadia,Mathematics-I,16,20,36,F,60,No,2,Yes,Yes,6.55
26,Emir Kapadia,Programming in C,12,60,72,B,85,Yes,1,Yes,No,6.55
26,Emir Kapadia,Engineering Physics,29,24,53,D,77,Yes,2,No,Yes,6.55
26,Emir Kapadia,English Communication,21,52,73,B,99,Yes,1,Yes,No,6.55
26,Emir Kapadia,Basic Electronics,29,63,92,A,72,Yes,1,Yes,No,6.55
27,Jhanvi Garg,Mathematics-I,28,39,67,C,70,Yes,1,Yes,No,9.18
27,Jhanvi Garg,Programming in C,16,40,56,C,89,Yes,2,No,No,9.18
27,Jhanvi Garg,Engineering Physics,15,64,79,B,61,Yes,1,No,Yes,9.18
27,Jhanvi Garg,English Communication,23,51,74,B,86,Yes,4,Yes,No,9.18
27,Jhanvi Garg,Basic Electronics,19,21,40,D,69,Yes,2,No,Yes,9.18
28,Aayush Das,Mathematics-I,10,29,39,F,98,No,2,Yes,No,9.26
28,Aayush Das,Programming in C,17,61,78,B,66,Yes,5,No,No,9.26
28,Aayush Das,Engineering Physics,26,60,86,A,67,Yes,4,No,No,9.26
28,Aayush Das,English Communication,20,59,79,B,72,Yes,2,No,Yes,9.26
28,Aayush Das,Basic Electronics,21,35,56,C,88,Yes,2,Yes,Yes,9.26
29,Aarav Dave,Mathematics-I,24,32,56,C,82,Yes,4,No,No,8.7
29,Aarav Dave,Programming in C,17,60,77,B,62,Yes,2,Yes,Yes,8.7
29,Aarav Dave,Engineering Physics,15,68,83,B,98,Yes,5,No,No,8.7
29,Aarav Dave,English Communication,12,30,42,D,79,Yes,4,Yes,No,8.7
29,Aarav Dave,Basic Electronics,13,45,58,C,61,Yes,4,Yes,Yes,8.7
30,Inaaya  Sule,Mathematics-I,14,26,40,D,65,Yes,2,No,Yes,5.34
30,Inaaya  Sule,Programming in C,12,56,68,C,98,Yes,1,Yes,No,5.34
30,Inaaya  Sule,Engineering Physics,13,56,69,C,81,Yes,3,No,No,5.34
30,Inaaya  Sule,English Communication,15,47,62,C,72,Yes,2,No,Yes,5.34
30,Inaaya  Sule,Basic Electronics,24,49,73,B,87,Yes,1,No,Yes,5.34
31,Aarush Rao,Mathematics-I,28,60,88,A,69,Yes,3,No,No,8.67
31,Aarush Rao,Programming in C,29,49,78,B,96,Yes,2,No,No,8.67
31,Aarush Rao,Engineering Physics,14,37,51,D,89,Yes,5,No,Yes,8.67
31,Aarush Rao,English Communication,28,46,74,B,77,Yes,1,Yes,Yes,8.67
31,Aarush Rao,Basic Electronics,20,36,56,C,73,Yes,2,Yes,No,8.67
32,Umang Soman,Mathematics-I,28,63,91,A,93,Yes,5,Yes,Yes,8.42
32,Umang Soman,Programming in C,29,36,65,C,78,Yes,4,Yes,Yes,8.42
32,Umang Soman,Engineering Physics,26,37,63,C,69,Yes,4,No,No,8.42
32,Umang Soman,English Communication,26,60,86,A,96,Yes,3,No,No,8.42
32,Umang Soman,Basic Electronics,12,64,76,B,62,Yes,1,Yes,Yes,8.42
33,Renee Brahmbhatt,Mathematics-I,10,52,62,C,84,Yes,5,No,No,7.13
33,Renee Brahmbhatt,Programming in C,30,33,63,C,82,Yes,1,No,Yes,7.13
33,Renee Brahmbhatt,Engineering Physics,18,46,64,C,78,Yes,3,No,No,7.13
33,Renee Brahmbhatt,English Communication,15,28,43,D,93,Yes,1,No,Yes,7.13
33,Renee Brahmbhatt,Basic Electronics,24,63,87,A,98,Yes,3,No,No,7.13
34,Emir Kala,Mathematics-I,13,46,59,C,84,Yes,4,Yes,Yes,6.47
34,Emir Kala,Programming in C,20,40,60,C,97,Yes,3,Yes,Yes,6.47
34,Emir Kala,Engineering Physics,16,66,82,B,74,Yes,5,No,No,6.47
34,Emir Kala,English Communication,28,21,49,D,64,Yes,5,Yes,Yes,6.47
34,Emir Kala,Basic Electronics,30,27,57,C,98,Yes,4,Yes,Yes,6.47
35,Dhanuk Desai,Mathematics-I,26,54,80,B,87,Yes,3,No,Yes,9.28
35,Dhanuk Desai,Programming in C,16,62,78,B,73,Yes,2,No,No,9.28
35,Dhanuk Desai,Engineering Physics,29,21,50,D,71,Yes,2,No,No,9.28
35,Dhanuk Desai,English Communication,23,39,62,C,96,Yes,1,No,No,9.28
35,Dhanuk Desai,Basic Electronics,18,54,72,B,100,Yes,2,Yes,No,9.28
36,Anahita Khanna,Mathematics-I,22,40,62,C,96,Yes,1,Yes,Yes,8.21
36,Anahita Khanna,Programming in C,22,26,48,D,80,Yes,4,No,No,8.21
36,Anahita Khanna,Engineering Physics,21,67,88,A,90,Yes,4,No,Yes,8.21
36,Anahita Khanna,English Communication,10,21,31,F,63,No,2,No,Yes,8.21
36,Anahita Khanna,Basic Electronics,17,27,44,D,71,Yes,5,Yes,No,8.21
37,Shamik Konda,Mathematics-I,30,50,80,B,76,Yes,4,Yes,Yes,5.62
37,Shamik Konda,Programming in C,17,53,70,B,79,Yes,4,No,No,5.62
37,Shamik Konda,Engineering Physics,23,53,76,B,68,Yes,4,Yes,No,5.62
37,Shamik Konda,English Communication,18,56,74,B,72,Yes,4,Yes,Yes,5.62
37,Shamik Konda,Basic Electronics,21,65,86,A,63,Yes,4,No,No,5.62
38,Alisha Mannan,Mathematics-I,11,38,49,D,87,Yes,1,No,No,7.0
38,Alisha Mannan,Programming in C,10,26,36,F,73,No,4,Yes,Yes,7.0
38,Alisha Mannan,Engineering Physics,17,63,80,B,92,Yes,5,No,No,7.0
38,Alisha Mannan,English Communication,24,49,73,B,63,Yes,5,No,Yes,7.0
38,Alisha Mannan,Basic Electronics,14,36,50,D,70,Yes,4,No,No,7.0
39,Zeeshan Mangat,Mathematics-I,13,70,83,B,82,Yes,3,Yes,No,7.03
39,Zeeshan Mangat,Programming in C,12,64,76,B,70,Yes,5,No,No,7.03
39,Zeeshan Mangat,Engineering Physics,25,52,77,B,60,Yes,1,No,No,7.03
39,Zeeshan Mangat,English Communication,25,57,82,B,78,Yes,3,Yes,Yes,7.03
39,Zeeshan Mangat,Basic Electronics,23,39,62,C,80,Yes,1,No,No,7.03
40,Aaina Lad,Mathematics-I,13,32,45,D,96,Yes,5,No,No,9.6
40,Aaina Lad,Programming in C,27,60,87,A,76,Yes,5,No,No,9.6
40,Aaina Lad,Engineering Physics,21,44,65,C,72,Yes,4,Yes,No,9.6
40,Aaina Lad,English Communication,27,33,60,C,86,Yes,4,No,Yes,9.6
40,Aaina Lad,Basic Electronics,22,67,89,A,65,Yes,2,No,Yes,9.6
41,Kanav Goel,Mathematics-I,17,53,70,B,89,Yes,3,No,Yes,9.01
41,Kanav Goel,Programming in C,15,51,66,C,94,Yes,2,No,Yes,9.01
41,Kanav Goel,Engineering Physics,28,42,70,B,82,Yes,1,No,Yes,9.01
41,Kanav Goel,English Communication,17,24,41,D,65,Yes,3,Yes,No,9.01
41,Kanav Goel,Basic Electronics,22,25,47,D,64,Yes,3,Yes,No,9.01
42,Himmat Johal,Mathematics-I,16,28,44,D,74,Yes,4,Yes,No,7.84
42,Himmat Johal,Programming in C,11,49,60,C,87,Yes,2,No,No,7.84
42,Himmat Johal,Engineering Physics,16,42,58,C,63,Yes,5,Yes,No,7.84
42,Himmat Johal,English Communication,19,50,69,C,99,Yes,5,No,Yes,7.84
42,Himmat Johal,Basic Electronics,29,49,78,B,97,Yes,5,Yes,Yes,7.84
43,Saksham Gade,Mathematics-I,23,25,48,D,68,Yes,3,Yes,No,9.89
43,Saksham Gade,Programming in C,12,59,71,B,69,Yes,4,No,Yes,9.89
43,Saksham Gade,Engineering Physics,20,42,62,C,80,Yes,1,No,Yes,9.89
43,Saksham Gade,English Communication,19,61,80,B,73,Yes,2,Yes,Yes,9.89
43,Saksham Gade,Basic Electronics,28,33,61,C,68,Yes,4,No,Yes,9.89
44,Nitara Contractor,Mathematics-I,27,24,51,D,70,Yes,3,No,Yes,6.83
44,Nitara Contractor,Programming in C,22,34,56,C,74,Yes,2,No,Yes,6.83
44,Nitara Contractor,Engineering Physics,16,27,43,D,74,Yes,2,Yes,Yes,6.83
44,Nitara Contractor,English Communication,22,50,72,B,97,Yes,4,No,No,6.83
44,Nitara Contractor,Basic Electronics,23,51,74,B,77,Yes,4,No,No,6.83
45,Arhaan Bhasin,Mathematics-I,26,66,92,A,82,Yes,5,Yes,Yes,8.18
45,Arhaan Bhasin,Programming in C,17,61,78,B,85,Yes,2,No,Yes,8.18
45,Arhaan Bhasin,Engineering Physics,24,49,73,B,84,Yes,5,No,No,8.18
45,Arhaan Bhasin,English Communication,21,28,49,D,63,Yes,4,No,No,8.18
45,Arhaan Bhasin,Basic Electronics,24,26,50,D,69,Yes,1,Yes,Yes,8.18
46,Riaan Reddy,Mathematics-I,12,61,73,B,60,Yes,5,No,Yes,7.83
46,Riaan Reddy,Programming in C,30,61,91,A,71,Yes,4,No,Yes,7.83
46,Riaan Reddy,Engineering Physics,21,42,63,C,63,Yes,5,No,Yes,7.83
46,Riaan Reddy,English Communication,27,45,72,B,68,Yes,2,Yes,Yes,7.83
46,Riaan Reddy,Basic Electronics,26,36,62,C,97,Yes,3,No,Yes,7.83
47,Lakshay Khalsa,Mathematics-I,29,62,91,A,83,Yes,3,Yes,Yes,9.42
47,Lakshay Khalsa,Programming in C,24,61,85,A,74,Yes,5,Yes,No,9.42
47,Lakshay Khalsa,Engineering Physics,28,55,83,B,70,Yes,5,Yes,No,9.42
47,Lakshay Khalsa,English Communication,29,27,56,C,84,Yes,4,No,No,9.42
47,Lakshay Khalsa,Basic Electronics,21,70,91,A,84,Yes,2,No,Yes,9.42
48,Baiju Bath,Mathematics-I,10,51,61,C,85,Yes,1,Yes,No,5.01
48,Baiju Bath,Programming in C,25,48,73,B,86,Yes,2,Yes,Yes,5.01
48,Baiju Bath,Engineering Physics,16,26,42,D,98,Yes,3,No,No,5.01
48,Baiju Bath,English Communication,27,65,92,A,92,Yes,1,No,Yes,5.01
48,Baiju Bath,Basic Electronics,20,66,86,A,82,Yes,4,Yes,Yes,5.01
49,Anay Dani,Mathematics-I,15,51,66,C,71,Yes,4,No,Yes,7.61
49,Anay Dani,Programming in C,20,61,81,B,93,Yes,4,No,No,7.61
49,Anay Dani,Engineering Physics,16,43,59,C,69,Yes,3,No,No,7.61
49,Anay Dani,English Communication,12,64,76,B,100,Yes,1,No,Yes,7.61
49,Anay Dani,Basic Electronics,20,21,41,D,72,Yes,4,No,Yes,7.61
50,Yasmin Vyas,Mathematics-I,30,51,81,B,90,Yes,2,No,No,8.89
50,Yasmin Vyas,Programming in C,16,26,42,D,77,Yes,5,No,No,8.89
50,Yasmin Vyas,Engineering Physics,22,66,88,A,69,Yes,3,No,Yes,8.89
50,Yasmin Vyas,English Communication,23,54,77,B,91,Yes,1,No,Yes,8.89
50,Yasmin Vyas,Basic Electronics,29,26,55,C,83,Yes,4,No,Yes,8.89
51,Hridaan Tandon,Mathematics-I,19,43,62,C,86,Yes,3,No,No,5.18
51,Hridaan Tandon,Programming in C,12,32,44,D,73,Yes,5,No,Yes,5.18
51,Hridaan Tandon,Engineering Physics,10,34,44,D,75,Yes,1,Yes,Yes,5.18
51,Hridaan Tandon,English Communication,25,36,61,C,96,Yes,2,Yes,No,5.18
51,Hridaan Tandon,Basic Electronics,16,62,78,B,61,Yes,2,No,No,5.18
52,Samar Shere,Mathematics-I,30,27,57,C,100,Yes,2,No,Yes,6.46
52,Samar Shere,Programming in C,21,32,53,D,73,Yes,3,Yes,Yes,6.46
52,Samar Shere,Engineering Physics,29,49,78,B,76,Yes,3,Yes,No,6.46
52,Samar Shere,English Communication,29,33,62,C,96,Yes,1,Yes,No,6.46
52,Samar Shere,Basic Electronics,26,66,92,A,69,Yes,4,Yes,Yes,6.46
53,Dishani Mander,Mathematics-I,13,33,46,D,75,Yes,1,Yes,No,8.94
53,Dishani Mander,Programming in C,21,70,91,A,65,Yes,3,Yes,No,8.94
53,Dishani Mander,Engineering Physics,11,40,51,D,96,Yes,4,No,Yes,8.94
53,Dishani Mander,English Communication,12,30,42,D,77,Yes,2,Yes,Yes,8.94
53,Dishani Mander,Basic Electronics,21,39,60,C,82,Yes,2,Yes,Yes,8.94
54,Shanaya Chhabra,Mathematics-I,18,36,54,D,89,Yes,4,No,Yes,7.08
54,Shanaya Chhabra,Programming in C,29,22,51,D,69,Yes,5,No,Yes,7.08
54,Shanaya Chhabra,Engineering Physics,12,62,74,B,79,Yes,1,Yes,Yes,7.08
54,Shanaya Chhabra,English Communication,13,59,72,B,80,Yes,1,Yes,No,7.08
54,Shanaya Chhabra,Basic Electronics,15,50,65,C,77,Yes,5,No,No,7.08
55,Purab Choudhury,Mathematics-I,13,54,67,C,78,Yes,2,Yes,Yes,8.07
55,Purab Choudhury,Programming in C,11,29,40,D,63,Yes,3,No,No,8.07
55,Purab Choudhury,Engineering Physics,28,62,90,A,83,Yes,4,No,Yes,8.07
55,Purab Choudhury,English Communication,24,44,68,C,62,Yes,1,Yes,No,8.07
55,Purab Choudhury,Basic Electronics,13,44,57,C,65,Yes,3,No,Yes,8.07
56,Damini Amble,Mathematics-I,25,39,64,C,69,Yes,3,No,No,7.75
56,Damini Amble,Programming in C,11,51,62,C,70,Yes,1,No,Yes,7.75
56,Damini Amble,Engineering Physics,18,55,73,B,67,Yes,1,No,No,7.75
56,Damini Amble,English Communication,23,23,46,D,65,Yes,4,Yes,Yes,7.75
56,Damini Amble,Basic Electronics,20,65,85,A,66,Yes,5,Yes,Yes,7.75
57,Kiara Malhotra,Mathematics-I,28,20,48,D,64,Yes,3,No,Yes,6.96
57,Kiara Malhotra,Programming in C,29,56,85,A,98,Yes,5,Yes,No,6.96
57,Kiara Malhotra,Engineering Physics,15,68,83,B,88,Yes,2,Yes,Yes,6.96
57,Kiara Malhotra,English Communication,30,57,87,A,65,Yes,3,No,No,6.96
57,Kiara Malhotra,Basic Electronics,22,53,75,B,93,Yes,3,No,Yes,6.96
58,Indranil Gade,Mathematics-I,20,63,83,B,94,Yes,4,No,No,5.49
58,Indranil Gade,Programming in C,19,70,89,A,86,Yes,3,Yes,Yes,5.49
58,Indranil Gade,Engineering Physics,19,52,71,B,70,Yes,3,Yes,No,5.49
58,Indranil Gade,English Communication,12,53,65,C,75,Yes,4,No,Yes,5.49
58,Indranil Gade,Basic Electronics,21,70,91,A,78,Yes,4,Yes,No,5.49
59,Siya Das,Mathematics-I,30,50,80,B,69,Yes,3,Yes,Yes,9.65
59,Siya Das,Programming in C,26,69,95,A,93,Yes,3,Yes,Yes,9.65
59,Siya Das,Engineering Physics,17,55,72,B,100,Yes,4,Yes,Yes,9.65
59,Siya Das,English Communication,27,40,67,C,93,Yes,2,Yes,Yes,9.65
59,Siya Das,Basic Electronics,20,70,90,A,68,Yes,2,Yes,No,9.65
60,Jayesh Ganesan,Mathematics-I,19,36,55,C,63,Yes,2,No,Yes,5.27
60,Jayesh Ganesan,Programming in C,28,31,59,C,96,Yes,4,No,No,5.27
60,Jayesh Ganesan,Engineering Physics,19,40,59,C,63,Yes,1,Yes,No,5.27
60,Jayesh Ganesan,English Communication,13,61,74,B,73,Yes,4,No,Yes,5.27
60,Jayesh Ganesan,Basic Electronics,22,44,66,C,64,Yes,3,Yes,No,5.27
61,Sahil Char,Mathematics-I,23,69,92,A,64,Yes,4,No,No,7.92
61,Sahil Char,Programming in C,30,35,65,C,60,Yes,2,Yes,Yes,7.92
61,Sahil Char,Engineering Physics,26,56,82,B,85,Yes,5,No,No,7.92
61,Sahil Char,English Communication,15,26,41,D,62,Yes,5,Yes,No,7.92
61,Sahil Char,Basic Electronics,23,61,84,B,63,Yes,3,Yes,No,7.92
62,Hansh Chandran,Mathematics-I,10,30,40,D,89,Yes,4,No,Yes,7.91
62,Hansh Chandran,Programming in C,23,39,62,C,87,Yes,2,No,Yes,7.91
62,Hansh Chandran,Engineering Physics,11,48,59,C,63,Yes,2,Yes,Yes,7.91
62,Hansh Chandran,English Communication,11,56,67,C,64,Yes,2,Yes,No,7.91
62,Hansh Chandran,Basic Electronics,27,51,78,B,95,Yes,1,No,No,7.91
63,Akarsh Reddy,Mathematics-I,26,51,77,B,95,Yes,2,Yes,Yes,6.83
63,Akarsh Reddy,Programming in C,28,62,90,A,96,Yes,5,Yes,Yes,6.83
63,Akarsh Reddy,Engineering Physics,20,20,40,D,94,Yes,4,Yes,No,6.83
63,Akarsh Reddy,English Communication,25,68,93,A,68,Yes,5,Yes,Yes,6.83
63,Akarsh Reddy,Basic Electronics,26,63,89,A,83,Yes,1,No,Yes,6.83
64,Kismat Bir,Mathematics-I,20,20,40,D,100,Yes,4,Yes,Yes,7.38
64,Kismat Bir,Programming in C,12,66,78,B,86,Yes,3,Yes,No,7.38
