student_id,name,subject,internal_marks,external_marks,total_score,grade,attendance_percentage,passed,subject_interest_level,needs_support_in_subject,peer_help_provided,semester_gpa
15,Ivana Saran,Digital Logic Design,24,41,65,C,72,Yes,5,No,No,6.45
15,Ivana Saran,Environmental Studies,10,40,50,D,72,Yes,2,No,Yes,6.45
15,Ivana Saran,Professional Communication,24,22,46,D,70,Yes,1,Yes,No,6.45
16,Dishani Sidhu,Mathematics-II,26,44,70,B,64,Yes,3,No,No,8.03
16,Dishani Sidhu,Data Structures,13,44,57,C,79,Yes,2,Yes,Yes,8.03
16,Dishani Sidhu,Digital Logic Design,28,47,75,B,98,Yes,2,Yes,Yes,8.03
16,Dishani Sidhu,Environmental Studies,29,33,62,C,84,Yes,3,No,Yes,8.03
16,Dishani Sidhu,Professional Communication,16,35,51,D,92,Yes,2,Yes,Yes,8.03
17,Alia Saha,Mathematics-II,10,66,76,B,74,Yes,1,Yes,Yes,5.31
17,Alia Saha,Data Structures,30,26,56,C,97,Yes,5,Yes,Yes,5.31
17,Alia Saha,Digital Logic Design,15,41,56,C,90,Yes,1,Yes,No,5.31
17,Alia Saha,Environmental Studies,19,36,55,C,99,Yes,3,Yes,No,5.31
17,Alia Saha,Professional Communication,22,25,47,D,96,Yes,3,No,No,5.31
18,Yasmin Boase,Mathematics-II,21,60,81,B,98,Yes,1,Yes,Yes,6.32
18,Yasmin Boase,Data Structures,16,55,71,B,79,Yes,4,Yes,No,6.32
18,Yasmin Boase,Digital Logic Design,26,32,58,C,77,Yes,5,Yes,No,6.32
18,Yasmin Boase,Environmental Studies,24,52,76,B,97,Yes,2,Yes,Yes,6.32
18,Yasmin Boase,Professional Communication,18,28,46,D,88,Yes,4,No,Yes,6.32
19,Akarsh Mandal,Mathematics-II,19,64,83,B,79,Yes,5,Yes,No,9.21
19,Akarsh Mandal,Data Structures,18,52,70,B,83,Yes,5,No,No,9.21
19,Akarsh Mandal,Digital Logic Design,19,30,49,D,97,Yes,3,Yes,No,9.21
19,Akarsh Mandal,Environmental Studies,19,66,85,A,87,Yes,5,Yes,Yes,9.21
19,Akarsh Mandal,Professional Communication,27,70,97,A,88,Yes,2,No,No,9.21
20,Zaina Srinivas,Mathematics-II,19,36,55,C,73,Yes,5,Yes,Yes,5.13
20,Zaina Srinivas,Data Structures,26,56,82,B,87,Yes,5,No,No,5.13
20,Zaina Srinivas,Digital Logic Design,24,45,69,C,100,Yes,2,Yes,Yes,5.13
20,Zaina Srinivas,Environmental Studies,23,26,49,D,62,Yes,1,Yes,Yes,5.13
20,Zaina Srinivas,Professional Communication,27,50,77,B,87,Yes,1,No,Yes,5.13
21,Vihaan Balan,Mathematics-II,17,45,62,C,94,Yes,2,Yes,No,7.52
21,Vihaan Balan,Data Structures,27,64,91,A,68,Yes,2,No,No,7.52
21,Vihaan Balan,Digital Logic Design,24,53,77,B,68,Yes,5,Yes,No,7.52
21,Vihaan Balan,Environmental Studies,13,44,57,C,96,Yes,1,No,No,7.52
21,Vihaan Balan,Professional Communication,25,39,64,C,64,Yes,1,Yes,No,7.52
22,Manjari Brahmbhatt,Mathematics-II,10,44,54,D,89,Yes,2,No,No,6.36
22,Manjari Brahmbhatt,Data Structures,19,66,85,A,74,Yes,5,No,No,6.36
22,Manjari Brahmbhatt,Digital Logic Design,25,54,79,B,72,Yes,4,No,Yes,6.36
22,Manjari Brahmbhatt,Environmental Studies,30,35,65,C,62,Yes,5,Yes,Yes,6.36
22,Manjari Brahmbhatt,Professional Communication,14,29,43,D,72,Yes,2,Yes,Yes,6.36
23,Adira Bawa,Mathematics-II,10,39,49,D,97,Yes,1,Yes,Yes,9.24
23,Adira Bawa,Data Structures,24,33,57,C,100,Yes,4,No,Yes,9.24
23,Adira Bawa,Digital Logic Design,15,40,55,C,87,Yes,5,Yes,Yes,9.24
23,Adira Bawa,Environmental Studies,18,57,75,B,66,Yes,4,No,No,9.24
23,Adira Bawa,Professional Communication,17,57,74,B,80,Yes,4,No,No,9.24
24,Dhanuk Amble,Mathematics-II,14,68,82,B,81,Yes,5,Yes,Yes,6.75
24,Dhanuk Amble,Data Structures,19,58,77,B,96,Yes,3,Yes,No,6.75
24,Dhanuk Amble,Digital Logic Design,23,22,45,D,91,Yes,5,No,No,6.75
24,Dhanuk Amble,Environmental Studies,24,40,64,C,98,Yes,4,No,Yes,6.75
24,Dhanuk Amble,Professional Communication,11,32,43,D,72,Yes,4,No,No,6.75
25,Tiya Dhar,Mathematics-II,18,65,83,B,78,Yes,2,No,No,6.58
25,Tiya Dhar,Data Structures,15,62,77,B,76,Yes,3,No,Yes,6.58
25,Tiya Dhar,Digital Logic Design,11,25,36,F,91,No,1,Yes,No,6.58
25,Tiya Dhar,Environmental Studies,29,56,85,A,91,Yes,5,No,Yes,6.58
25,Tiya Dhar,Professional Communication,19,62,81,B,71,Yes,1,Yes,No,6.58
26,Emir Kapadia,Mathematics-II,19,38,57,C,69,Yes,5,No,Yes,8.12
26,Emir Kapadia,Data Structures,12,29,41,D,89,Yes,2,No,No,8.12
26,Emir Kapadia,Digital Logic Design,25,31,56,C,72,Yes,5,Yes,Yes,8.12
26,Emir Kapadia,Environmental Studies,11,61,72,B,85,Yes,3,No,No,8.12
26,Emir Kapadia,Professional Communication,15,24,39,F,64,No,2,No,Yes,8.12
27,Jhanvi Garg,Mathematics-II,27,44,71,B,66,Yes,1,Yes,No,6.98
27,Jhanvi Garg,Data Structures,20,62,82,B,67,Yes,2,No,No,6.98
27,Jhanvi Garg,Digital Logic Design,25,64,89,A,94,Yes,2,No,No,6.98
27,Jhanvi Garg,Environmental Studies,27,26,53,D,63,Yes,2,No,Yes,6.98
27,Jhanvi Garg,Professional Communication,12,61,73,B,81,Yes,5,Yes,No,6.98
28,Aayush Das,Mathematics-II,16,32,48,D,87,Yes,1,No,Yes,6.41
28,Aayush Das,Data Structures,21,58,79,B,92,Yes,4,No,No,6.41
28,Aayush Das,Digital Logic Design,16,61,77,B,91,Yes,4,No,No,6.41
28,Aayush Das,Environmental Studies,26,62,88,A,74,Yes,5,No,No,6.41
28,Aayush Das,Professional Communication,29,68,97,A,89,Yes,5,Yes,Yes,6.41
29,Aarav Dave,Mathematics-II,25,59,84,B,80,Yes,1,Yes,Yes,9.5
29,Aarav Dave,Data Structures,23,21,44,D,80,Yes,2,No,Yes,9.5
29,Aarav Dave,Digital Logic Design,21,64,85,A,92,Yes,2,No,No,9.5
29,Aarav Dave,Environmental Studies,20,68,88,A,71,Yes,3,Yes,Yes,9.5
29,Aarav Dave,Professional Communication,28,68,96,A,92,Yes,1,No,No,9.5
30,Inaaya  Sule,Mathematics-II,17,53,70,B,84,Yes,2,Yes,Yes,5.33
30,Inaaya  Sule,Data Structures,27,27,54,D,99,Yes,3,Yes,No,5.33
30,Inaaya  Sule,Digital Logic Design,29,26,55,C,60,Yes,4,Yes,Yes,5.33
30,Inaaya  Sule,Environmental Studies,25,65,90,A,97,Yes,2,No,No,5.33
30,Inaaya  Sule,Professional Communication,12,23,35,F,84,No,1,Yes,No,5.33
31,Aarush Rao,Mathematics-II,22,50,72,B,79,Yes,1,No,No,6.18
31,Aarush Rao,Data Structures,24,61,85,A,86,Yes,1,Yes,No,6.18
31,Aarush Rao,Digital Logic Design,23,68,91,A,61,Yes,5,Yes,No,6.18
31,Aarush Rao,Environmental Studies,30,42,72,B,61,Yes,4,No,No,6.18
31,Aarush Rao,Professional Communication,25,68,93,A,72,Yes,1,No,No,6.18
32,Umang Soman,Mathematics-II,12,22,34,F,84,No,1,Yes,Yes,5.59
32,Umang Soman,Data Structures,18,58,76,B,83,Yes,2,No,Yes,5.59
32,Umang Soman,Digital Logic Design,12,24,36,F,71,No,2,Yes,Yes,5.59
32,Umang Soman,Environmental Studies,28,41,69,C,64,Yes,4,No,No,5.59
32,Umang Soman,Professional Communication,10,34,44,D,66,Yes,1,No,Yes,5.59
33,Renee Brahmbhatt,Mathematics-II,14,40,54,D,94,Yes,2,No,No,8.66
33,Renee Brahmbhatt,Data Structures,15,62,77,B,84,Yes,4,No,No,8.66
33,Renee Brahmbhatt,Digital Logic Design,28,32,60,C,83,Yes,5,Yes,Yes,8.66
33,Renee Brahmbhatt,Environmental Studies,20,24,44,D,78,Yes,2,No,Yes,8.66
33,Renee Brahmbhatt,Professional Communication,23,37,60,C,99,Yes,2,Yes,No,8.66
34,Emir Kala,Mathematics-II,24,29,53,D,71,Yes,5,No,No,5.64
34,Emir Kala,Data Structures,26,23,49,D,64,Yes,5,Yes,Yes,5.64
34,Emir Kala,Digital Logic Design,16,26,42,D,88,Yes,4,Yes,No,5.64
34,Emir Kala,Environmental Studies,13,45,58,C,65,Yes,2,Yes,No,5.64
34,Emir Kala,Professional Communication,14,27,41,D,78,Yes,5,No,No,5.64
35,Dhanuk Desai,Mathematics-II,25,49,74,B,74,Yes,5,No,No,7.26
35,Dhanuk Desai,Data Structures,17,48,65,C,85,Yes,5,Yes,No,7.26
35,Dhanuk Desai,Digital Logic Design,12,29,41,D,89,Yes,4,No,Yes,7.26
35,Dhanuk Desai,Environmental Studies,14,68,82,B,87,Yes,5,No,Yes,7.26
35,Dhanuk Desai,Professional Communication,28,46,74,B,79,Yes,2,No,No,7.26
36,Anahita Khanna,Mathematics-II,20,42,62,C,71,Yes,1,No,No,7.3
36,Anahita Khanna,Data Structures,25,60,85,A,63,Yes,4,Yes,No,7.3
36,Anahita Khanna,Digital Logic Design,21,66,87,A,63,Yes,2,No,Yes,7.3
36,Anahita Khanna,Environmental Studies,25,66,91,A,87,Yes,4,Yes,No,7.3
36,Anahita Khanna,Professional Communication,10,34,44,D,95,Yes,4,Yes,Yes,7.3
37,Shamik Konda,Mathematics-II,25,39,64,C,98,Yes,2,No,No,5.3
37,Shamik Konda,Data Structures,17,42,59,C,80,Yes,4,Yes,Yes,5.3
37,Shamik Konda,Digital Logic Design,14,24,38,F,97,No,3,No,No,5.3
37,Shamik Konda,Environmental Studies,14,70,84,B,79,Yes,4,No,No,5.3
37,Shamik Konda,Professional Communication,29,59,88,A,63,Yes,4,Yes,No,5.3
38,Alisha Mannan,Mathematics-II,12,28,40,D,86,Yes,2,Yes,No,5.07
38,Alisha Mannan,Data Structures,28,70,98,A,70,Yes,5,Yes,No,5.07
38,Alisha Mannan,Digital Logic Design,14,24,38,F,67,No,2,Yes,Yes,5.07
38,Alisha Mannan,Environmental Studies,21,59,80,B,99,Yes,4,Yes,Yes,5.07
38,Alisha Mannan,Professional Communication,29,36,65,C,69,Yes,3,Yes,Yes,5.07
39,Zeeshan Mangat,Mathematics-II,19,46,65,C,88,Yes,2,Yes,Yes,8.06
39,Zeeshan Mangat,Data Structures,29,48,77,B,80,Yes,1,No,No,8.06
39,Zeeshan Mangat,Digital Logic Design,20,27,47,D,71,Yes,1,Yes,Yes,8.06
39,Zeeshan Mangat,Environmental Studies,18,48,66,C,76,Yes,5,No,No,8.06
39,Zeeshan Mangat,Professional Communication,29,61,90,A,62,Yes,4,Yes,Yes,8.06
40,Aaina Lad,Mathematics-II,28,20,48,D,76,Yes,3,No,Yes,8.27
40,Aaina Lad,Data Structures,10,53,63,C,98,Yes,4,No,Yes,8.27
40,Aaina Lad,Digital Logic Design,11,61,72,B,84,Yes,1,Yes,Yes,8.27
40,Aaina Lad,Environmental Studies,19,53,72,B,93,Yes,4,Yes,Yes,8.27
40,Aaina Lad,Professional Communication,16,38,54,D,100,Yes,2,Yes,Yes,8.27
41,Kanav Goel,Mathematics-II,22,29,51,D,74,Yes,4,No,Yes,9.1
41,Kanav Goel,Data Structures,30,66,96,A,90,Yes,5,No,Yes,9.1
41,Kanav Goel,Digital Logic Design,17,33,50,D,88,Yes,5,No,No,9.1
41,Kanav Goel,Environmental Studies,18,67,85,A,85,Yes,1,Yes,Yes,9.1
41,Kanav Goel,Professional Communication,13,26,39,F,100,No,4,Yes,Yes,9.1
42,Himmat Johal,Mathematics-II,22,65,87,A,61,Yes,3,Yes,No,9.22
42,Himmat Johal,Data Structures,21,43,64,C,96,Yes,4,No,Yes,9.22
42,Himmat Johal,Digital Logic Design,13,27,40,D,87,Yes,4,No,Yes,9.22
42,Himmat Johal,Environmental Studies,30,29,59,C,64,Yes,3,No,No,9.22
42,Himmat Johal,Professional Communication,24,56,80,B,74,Yes,2,Yes,No,9.22
43,Saksham Gade,Mathematics-II,14,58,72,B,75,Yes,2,No,Yes,7.24
43,Saksham Gade,Data Structures,22,21,43,D,66,Yes,1,No,No,7.24
43,Saksham Gade,Digital Logic Design,17,63,80,B,91,Yes,1,Yes,Yes,7.24
43,Saksham Gade,Environmental Studies,24,35,59,C,73,Yes,5,No,Yes,7.24
43,Saksham Gade,Professional Communication,12,28,40,D,76,Yes,3,No,No,7.24
44,Nitara Contractor,Mathematics-II,25,42,67,C,60,Yes,2,Yes,No,7.27
44,Nitara Contractor,Data Structures,20,23,43,D,83,Yes,4,Yes,Yes,7.27
44,Nitara Contractor,Digital Logic Design,19,69,88,A,66,Yes,3,Yes,No,7.27
44,Nitara Contractor,Environmental Studies,15,42,57,C,97,Yes,1,Yes,No,7.27
44,Nitara Contractor,Professional Communication,18,54,72,B,77,Yes,3,No,Yes,7.27
45,Arhaan Bhasin,Mathematics-II,28,27,55,C,89,Yes,3,No,No,6.47
45,Arhaan Bhasin,Data Structures,16,30,46,D,60,Yes,1,Yes,No,6.47
45,Arhaan Bhasin,Digital Logic Design,26,64,90,A,89,Yes,4,Yes,Yes,6.47
45,Arhaan Bhasin,Environmental Studies,28,66,94,A,80,Yes,5,No,No,6.47
45,Arhaan Bhasin,Professional Communication,30,69,99,A,81,Yes,3,No,Yes,6.47
46,Riaan Reddy,Mathematics-II,28,30,58,C,84,Yes,4,No,Yes,7.35
46,Riaan Reddy,Data Structures,12,46,58,C,75,Yes,1,No,No,7.35
46,Riaan Reddy,Digital Logic Design,12,22,34,F,69,No,3,Yes,No,7.35
46,Riaan Reddy,Environmental Studies,15,63,78,B,68,Yes,2,No,Yes,7.35
46,Riaan Reddy,Professional Communication,29,58,87,A,71,Yes,2,Yes,Yes,7.35
47,Lakshay Khalsa,Mathematics-II,22,20,42,D,84,Yes,5,Yes,No,7.09
47,Lakshay Khalsa,Data Structures,21,63,84,B,86,Yes,1,Yes,Yes,7.09
47,Lakshay Khalsa,Digital Logic Design,27,45,72,B,83,Yes,2,No,No,7.09
47,Lakshay Khalsa,Environmental Studies,30,45,75,B,78,Yes,4,Yes,No,7.09
47,Lakshay Khalsa,Professional Communication,25,66,91,A,97,Yes,2,No,No,7.09
48,Baiju Bath,Mathematics-II,23,63,86,A,78,Yes,4,No,Yes,7.37
48,Baiju Bath,Data Structures,15,50,65,C,88,Yes,4,Yes,Yes,7.37
48,Baiju Bath,Digital Logic Design,18,45,63,C,68,Yes,4,Yes,Yes,7.37
48,Baiju Bath,Environmental Studies,10,51,61,C,70,Yes,5,Yes,Yes,7.37
48,Baiju Bath,Professional Communication,10,70,80,B,60,Yes,1,Yes,No,7.37
49,Anay Dani,Mathematics-II,26,56,82,B,62,Yes,5,No,Yes,8.54
49,Anay Dani,Data Structures,24,47,71,B,86,Yes,2,Yes,Yes,8.54
49,Anay Dani,Digital Logic Design,24,46,70,B,76,Yes,4,Yes,No,8.54
49,Anay Dani,Environmental Studies,30,27,57,C,74,Yes,5,Yes,No,8.54
49,Anay Dani,Professional Communication,22,40,62,C,70,Yes,5,No,Yes,8.54
50,Yasmin Vyas,Mathematics-II,16,36,52,D,94,Yes,4,Yes,Yes,9.69
50,Yasmin Vyas,Data Structures,25,22,47,D,81,Yes,5,Yes,Yes,9.69
50,Yasmin Vyas,Digital Logic Design,29,64,93,A,81,Yes,4,No,No,9.69
50,Yasmin Vyas,Environmental Studies,24,65,89,A,60,Yes,1,Yes,Yes,9.69
50,Yasmin Vyas,Professional Communication,24,20,44,D,67,Yes,2,No,Yes,9.69
51,Hridaan Tandon,Mathematics-II,17,52,69,C,68,Yes,4,No,No,7.28
51,Hridaan Tandon,Data Structures,10,30,40,D,71,Yes,1,No,Yes,7.28
51,Hridaan Tandon,Digital Logic Design,30,48,78,B,69,Yes,1,Yes,No,7.28
51,Hridaan Tandon,Environmental Studies,10,45,55,C,77,Yes,1,No,Yes,7.28
51,Hridaan Tandon,Professional Communication,14,31,45,D,90,Yes,3,Yes,Yes,7.28
52,Samar Shere,Mathematics-II,11,38,49,D,86,Yes,2,Yes,No,6.98
52,Samar Shere,Data Structures,29,49,78,B,86,Yes,1,No,No,6.98
52,Samar Shere,Digital Logic Design,29,51,80,B,71,Yes,4,Yes,No,6.98
52,Samar Shere,Environmental Studies,13,42,55,C,79,Yes,2,Yes,Yes,6.98
52,Samar Shere,Professional Communication,23,31,54,D,66,Yes,4,Yes,Yes,6.98
53,Dishani Mander,Mathematics-II,14,63,77,B,79,Yes,5,Yes,No,5.17
53,Dishani Mander,Data Structures,15,68,83,B,65,Yes,3,No,Yes,5.17
53,Dishani Mander,Digital Logic Design,12,43,55,C,71,Yes,1,No,Yes,5.17
53,Dishani Mander,Environmental Studies,20,40,60,C,64,Yes,1,Yes,Yes,5.17
53,Dishani Mander,Professional Communication,12,29,41,D,69,Yes,4,No,No,5.17
54,Shanaya Chhabra,Mathematics-II,16,24,40,D,62,Yes,3,No,Yes,8.8
54,Shanaya Chhabra,Data Structures,17,37,54,D,89,Yes,3,Yes,Yes,8.8
54,Shanaya Chhabra,Digital Logic Design,10,37,47,D,84,Yes,5,Yes,Yes,8.8
54,Shanaya Chhabra,Environmental Studies,23,65,88,A,68,Yes,3,No,Yes,8.8
54,Shanaya Chhabra,Professional Communication,23,42,65,C,83,Yes,5,No,Yes,8.8
55,Purab Choudhury,Mathematics-II,20,34,54,D,88,Yes,1,No,Yes,9.12
55,Purab Choudhury,Data Structures,14,54,68,C,99,Yes,3,Yes,Yes,9.12
55,Purab Choudhury,Digital Logic Design,11,67,78,B,65,Yes,1,No,No,9.12
55,Purab Choudhury,Environmental Studies,17,50,67,C,61,Yes,5,No,No,9.12
55,Purab Choudhury,Professional Communication,14,27,41,D,69,Yes,2,No,Yes,9.12
56,Damini Amble,Mathematics-II,10,66,76,B,81,Yes,2,Yes,Yes,9.12
56,Damini Amble,Data Structures,16,60,76,B,60,Yes,3,Yes,Yes,9.12
56,Damini Amble,Digital Logic Design,23,41,64,C,64,Yes,5,No,Yes,9.12
56,Damini Amble,Environmental Studies,21,47,68,C,65,Yes,4,Yes,Yes,9.12
56,Damini Amble,Professional Communication,30,65,95,A,75,Yes,4,No,Yes,9.12
57,Kiara Malhotra,Mathematics-II,17,70,87,A,97,Yes,4,Yes,No,8.34
57,Kiara Malhotra,Data Structures,14,43,57,C,97,Yes,4,No,Yes,8.34
57,Kiara Malhotra,Digital Logic Design,17,38,55,C,69,Yes,5,Yes,Yes,8.34
57,Kiara Malhotra,Environmental Studies,14,26,40,D,83,Yes,1,No,Yes,8.34
57,Kiara Malhotra,Professional Communication,16,20,36,F,100,No,3,No,No,8.34
58,Indranil Gade,Mathematics-II,29,50,79,B,82,Yes,2,Yes,No,8.25
58,Indranil Gade,Data Structures,29,42,71,B,63,Yes,5,Yes,Yes,8.25
58,Indranil Gade,Digital Logic Design,28,22,50,D,72,Yes,5,No,No,8.25
58,Indranil Gade,Environmental Studies,13,42,55,C,69,Yes,1,No,Yes,8.25
58,Indranil Gade,Professional Communication,28,59,87,A,99,Yes,2,Yes,No,8.25
59,Siya Das,Mathematics-II,21,50,71,B,86,Yes,2,No,Yes,8.71
59,Siya Das,Data Structures,17,47,64,C,65,Yes,5,No,No,8.71
59,Siya Das,Digital Logic Design,29,34,63,C,79,Yes,3,No,No,8.71
59,Siya Das,Environmental Studies,20,36,56,C,79,Yes,1,Yes,Yes,8.71
59,Siya Das,Professional Communication,18,62,80,B,85,Yes,1,No,Yes,8.71
60,Jayesh Ganesan,Mathematics-II,10,46,56,C,93,Yes,1,No,Yes,9.35
60,Jayesh Ganesan,Data Structures,13,29,42,D,99,Yes,4,Yes,No,9.35
60,Jayesh Ganesan,Digital Logic Design,16,22,38,F,91,No,2,No,No,9.35
60,Jayesh Ganesan,Environmental Studies,27,57,84,B,74,Yes,3,Yes,Yes,9.35
60,Jayesh Ganesan,Professional Communication,14,60,74,B,78,Yes,5,Yes,Yes,9.35
61,Sahil Char,Mathematics-II,18,34,52,D,90,Yes,2,No,Yes,5.9
61,Sahil Char,Data Structures,24,52,76,B,80,Yes,3,No,No,5.9
61,Sahil Char,Digital Logic Design,19,34,53,D,81,Yes,5,Yes,Yes,5.9
61,Sahil Char,Environmental Studies,10,30,40,D,76,Yes,3,No,No,5.9
61,Sahil Char,Professional Communication,30,28,58,C,88,Yes,4,Yes,No,5.9
62,Hansh Chandran,Mathematics-II,25,38,63,C,67,Yes,5,No,No,6.07
62,Hansh Chandran,Data Structures,18,56,74,B,99,Yes,5,No,No,6.07
62,Hansh Chandran,Digital Logic Design,18,66,84,B,92,Yes,3,Yes,No,6.07
62,Hansh Chandran,Environmental Studies,12,30,42,D,82,Yes,1,Yes,Yes,6.07
62,Hansh Chandran,Professional Communication,10,49,59,C,66,Yes,5,Yes,No,6.07
63,Akarsh Reddy,Mathematics-II,11,51,62,C,74,Yes,5,No,Yes,6.99
63,Akarsh Reddy,Data Structures,13,63,76,B,70,Yes,2,Yes,No,6.99
